label	x	y	z	classes	class_prob	sphere_scale	sphere_rotation	r	g	b
473	2421.1075149790036	-3486.3217099235644	-63.53142076994766	[17, 17, 17, 17, 17, 17, 26]	[0.6863417449787289, 0.0012224234162734205, 0.07006937585433107, 0.18395578310938945, 0.004159846824264035, 0.03205278587828173, 0.021220722599468736]	[27.597837271288505, 25.94700654631601, 26.40374265336167]	[-1.891192736316442, 0.013763810565751378, 0.03023815995963488]	255	255	255
475	-30.26263721712894	-3457.2621971578637	-61.6654569742803	[17, 17, 17, 17, 17]	[0.8496827719748131, 0.050201453338113995, 0.08977656452887817, 0.004209125549701833, 0.003969643986698755]	[26.268401436746693, 25.311886062010316, 27.865835852146866]	[1.5707963267948966, 0.0, -0.06073880766077501]	255	255	255
477	2961.3233491873057	-3436.844401313307	-53.09686601787472	[17, 17, 17]	[0.7570356738971982, 0.10388206282428392, 0.1370506751975144]	[26.243255163997333, 27.834956993919533, 28.924169544812024]	[-2.452109104322693, -0.560070343384178, -0.8855636693608061]	255	255	255
481	-1237.5456373260704	-3456.5194672875496	-46.43257982390023	[17, 17, 17]	[0.8317499806599656, 0.16487185922070383, 0.003362891147681868]	[27.772058387824046, 26.62155431927021, 26.205407639873982]	[0.0, 0.0, 0.0]	255	255	255
482	-1020.3393407655249	-3466.917275509985	-52.61968570209584	[17, 17, 17, 20]	[0.8283370170380132, 0.10454909185201935, 0.010596300670758183, 0.055077114499078844]	[26.503714803751517, 26.046641416885553, 25.809772479644977]	[0.11885545997054804, -0.331065418695619, -2.102760774982946]	255	255	255
484	-596.5461640680737	-3455.052976703163	-48.983194773478324	[17, 17, 17, 17]	[0.6483232842083323, 0.11077917382117178, 0.23870601527417296, 0.0018633747892499632]	[26.848909034376064, 26.092384232594743, 25.481615437703915]	[-1.686593449880907, 0.28702912480306453, -2.340877082446789]	255	255	255
488	3476.556455321311	-3440.6928258291982	-56.870705985878814	[17, 17, 17]	[0.7262202552655291, 0.21597891634149768, 0.057595205474036966]	[27.324342379920022, 25.81203037525074, 25.655489167407886]	[-0.15086164020274764, 0.071309670567472, -1.5226447400999927]	255	255	255
498	-1125.761240640833	-3394.0897610623642	-43.33977961145548	[17, 17, 20]	[0.9800896970156874, 0.017410376582686564, 0.002117362335453627]	[26.953621918556465, 28.48436389471638, 26.954524531152146]	[1.5707963267948966, 0.0, -2.5133849004122317]	255	255	255
501	3384.213868629797	-3410.1142833935537	-59.899206224647735	[17, 17, 17, 17, 20, 17]	[0.7886421976611414, 0.1209956705571053, 0.07997198407183574, 0.0026929488450903954, 0.001941004094285195, 0.004643091961031988]	[26.828908350328057, 26.31942547126839, 25.329081538801994]	[0.017510760104481066, -0.1004344007063391, 1.0081199504115115]	255	255	255
503	-1529.778890121319	-3401.8957119906395	-54.97537498421021	[17, 17, 17, 17]	[0.42376722077799167, 0.0022864990094283513, 0.29090477003710574, 0.28303721274238997]	[27.960108740065216, 27.11427323115851, 25.793188642621267]	[0.02971061910977201, -0.1459097405455063, 1.0170458711171981]	255	255	255
504	100.58740879819607	-3393.2093001532435	-52.40890058867735	[17, 17, 17]	[0.611137589028477, 0.2688170407814695, 0.11949461792124269]	[25.858274123276303, 27.30973346704545, 28.118386471278875]	[-2.2264798800798244, -0.38814297605826503, -1.1657434422540278]	255	255	255
515	2858.2541424872384	-3355.737241054255	-60.61143885955725	[17, 17, 17]	[0.9676846065627441, 0.02867715999155915, 0.003569790265231971]	[30.534831348600928, 28.160730661180217, 25.15261641143898]	[-0.12291109873607861, -0.1063689487034048, 0.8320416501142389]	255	255	255
523	-862.3533464967113	-3320.2763390458977	-61.327362022015684	[17, 17, 17, 20]	[0.8043923178062131, 0.11798772442403882, 0.04534512526907541, 0.031589012372682794]	[29.192458586109915, 27.009521544808678, 25.42741548448693]	[-0.33761807210488354, -0.04067073924564403, 0.5070950438707421]	255	255	255
524	3764.2764175603984	-3298.076727135439	-38.47339881531811	[17, 17, 17, 17]	[0.8105547385627566, 0.00296711428392417, 0.07671538813005135, 0.10964865369392769]	[26.90629778042034, 29.41588243746809, 26.75229445738593]	[0.0, 0.0, -2.614535004375911]	255	255	255
542	-145.93738800613664	-3254.305816792085	-55.56070612637436	[17, 17, 17]	[0.8664190593110231, 0.04385936113682653, 0.0891627571902164]	[25.39030175036858, 30.692220492731366, 29.030410412630744]	[-1.7626316762707281, 0.21667939585123633, -1.277375475072586]	255	255	255
546	-349.9641213865543	-3261.7128009129938	-57.306963542661016	[17, 17, 17]	[0.540823374430299, 0.45195165558920053, 0.0069906944246008376]	[25.110944929506037, 26.315146159987, 28.95003094925034]	[0.0, 1.5707963267948966, 0.0]	255	255	255
549	3423.226109609213	-3251.36383033457	-54.44085041738596	[17, 17, 17, 17]	[0.576094252413659, 0.0012932193363355052, 0.3659855061657822, 0.05662358838010554]	[27.081883854222145, 25.68695611877105, 25.263427927518713]	[-1.2848940874353796, -0.05937721276471092, 0.2592505473322478]	255	255	255
553	50.678644243658255	-3215.719187815381	-63.14760399456514	[17, 17, 17, 17, 17, 17, 17, 17]	[0.7586979602685082, 0.05566338593252737, 0.12873495482544062, 0.00643359182630797, 0.0038853331235894103, 0.0011441917241470033, 0.030722303505134194, 0.0142512099169487]	[26.36233256292188, 25.446369880128685, 26.95207287808835]	[1.5707963267948966, 0.0, -0.018659259563296855]	255	255	255
559	-76.3155974653937	-3211.490570642448	-8.592900357167423	[17, 17, 17, 17, 17, 17, 26]	[0.5741063307114694, 0.015984878997391823, 0.032560214405281354, 0.07486601988707155, 0.008350846540611715, 0.29094030798246606, 0.001693654339631691]	[25.56112591894406, 26.027740181985767, 26.78325704198645]	[-1.640392988717771, -0.016116976020725756, 2.123912066295019]	255	255	255
570	-168.79649421622207	-3178.6394795195342	-49.33469799300984	[17, 17, 17, 17, 17, 26]	[0.5385037834624382, 0.0029270961097252893, 0.06565929938086477, 0.37433667656244735, 0.005534360983123253, 0.011718568001108974]	[29.46702615920582, 26.07494083840461, 25.830106634588923]	[-0.19378243239516882, 0.3391962661283461, -1.4105195597940925]	255	255	255
575	-377.062031367655	-3147.5621018001157	-44.1831667096038	[17, 17, 17, 17, 17, 26]	[0.8752975671823087, 0.0014827764012844955, 0.03948271927815486, 0.026801522233767656, 0.005123902276450025, 0.048645532419395315]	[26.291446104294053, 27.97644620187323, 25.871994046398694]	[0.0, 0.0, 0.0]	255	255	255
577	3837.3881377965267	-3158.0937677183647	-48.62051870525839	[17, 17, 17, 17]	[0.6690886334482427, 0.0033865230491818927, 0.22241219582211988, 0.10382112902447921]	[29.617180003214187, 25.921847120183365, 26.787233167410903]	[0.0, 0.0, 0.0]	255	255	255
590	103.37232208607838	-3111.8112559739875	-62.8722212303824	[17, 17, 20, 21]	[0.9106129518812566, 0.05989437886452743, 0.027572015684454384, 0.001477654235804563]	[24.968909300036678, 26.740197338123032, 26.414326202257055]	[-1.7067431955232075, 0.4448539086222442, -1.432318209445412]	255	255	255
593	-560.552936883259	-3118.0787180208026	-55.27721320489685	[17, 17, 17, 20, 17, 26]	[0.920449784274022, 0.024546184048368395, 0.010080091273538072, 0.03585867522954631, 0.0027125592813104353, 0.0046168685701079735]	[28.752290749735646, 26.694786131503424, 25.25717393911551]	[-0.25754360484987476, -0.01960443959951026, 0.9010003312160575]	255	255	255
598	-251.52784286732867	-3102.891221961031	-62.01103143201232	[17, 17, 17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.5631923740705257, 0.0010754236807443193, 0.026939961059676817, 0.027860824688659067, 0.00801548343859713, 0.0033717467316668726, 0.001436886973353516, 0.0050001599787279595, 0.016272243504961984, 0.03460141483554606, 0.31186728275197134]	[27.110072384620842, 26.19223349158302, 25.591171798399884]	[-0.07554205496181657, 0.011684749103291089, -0.2536161221627836]	255	255	255
599	-285.4163575860448	-3109.763400944288	-61.8852808534075	[17, 17, 17]	[0.589666133958673, 0.3164741944302269, 0.09273819936121082]	[27.250943427942996, 24.599870198445196, 28.128714415374542]	[1.5707963267948966, 0.0, -0.25230089513656245]	255	255	255
604	3921.407032225389	-3097.069270730448	-49.24381047646775	[17, 17, 17, 17, 17]	[0.7038740981045144, 0.0014861613087101483, 0.21466500048877418, 0.07751335519880156, 0.0011499660757697137]	[27.37150163875175, 26.408148120394042, 25.596237331640516]	[-0.157381724291229, 0.05136039359801241, -1.2555933034633049]	255	255	255
613	22.421272669905193	-3082.338252470462	-54.988163803171766	[17, 17, 17]	[0.9483598196540673, 0.04057597131170823, 0.01097354739581398]	[24.972914633729616, 28.205313526640197, 26.748339712958426]	[-0.7100658637165912, 0.3558902046336324, -0.5683450949960355]	255	255	255
640	92.07738394404942	-3014.7865357706487	-56.34780820455891	[17, 17, 17, 17]	[0.6430641562981784, 0.0026953131829475846, 0.21792569763867875, 0.13624528982292547]	[26.90220380908502, 26.250847585258903, 26.620622582458733]	[1.5707963267948966, 0.0, -0.5179148138519415]	255	255	255
646	-5.601949115315165	-2993.028278774259	-23.924926364612872	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.3578130025430816, 0.010103563593764063, 0.010502728047647373, 0.031142198737863475, 0.3168185916885371, 0.0050198738146078285, 0.0012286657996208638, 0.11415225778437672, 0.15196324834036234]	[25.88353772619535, 26.725141047553887, 25.985021648423448]	[1.5707963267948966, 0.0, -2.6308215781100586]	255	255	255
647	-579.5724184892592	-2990.86360645262	-61.85927346501603	[17, 17, 17, 17, 17, 20, 2, 17, 26]	[0.7636741782425364, 0.1286679938147569, 0.052504598033115205, 0.0048335694441291694, 0.002978718275680641, 0.004263809681413469, 0.0021647250957466083, 0.008118983897562713, 0.031103562465783965]	[27.462454583091933, 26.65882666052301, 25.723761313734183]	[-0.10498306307420927, -0.14466866627047179, 1.186431265005548]	255	255	255
652	-1512.067019360677	-2983.4521857610157	-49.64506263186787	[17, 17, 17, 20]	[0.6057190211762634, 0.0462631419674174, 0.33974074457307435, 0.005568306766392327]	[25.7841398004428, 25.583710570501996, 26.01584527731106]	[0.0, 0.0, 0.0]	255	255	255
662	-1125.0532592462068	-2943.955207689074	-55.334235976767125	[17, 17, 17]	[0.6104754199361914, 0.3440232947401749, 0.04524659866557838]	[25.63633522696012, 28.503713739944935, 28.50685982773411]	[0.0, 1.5707963267948966, 0.0]	255	255	255
665	-1439.7967836044113	-2942.6720015769984	-59.142891274981096	[17, 17, 17, 17]	[0.8353071233061938, 0.0031717509365342044, 0.037861897574172826, 0.12365386637195412]	[30.944531551311353, 27.062853500809545, 26.4964400257791]	[0.07652037405898363, -0.06599094675837376, 0.49762795641543267]	255	255	255
666	-1390.880400684564	-2952.7412467200893	-35.35302495029988	[17, 17, 17]	[0.8890116949593047, 0.05650350925167733, 0.051724813764994985]	[26.522142029324257, 30.29058787261023, 26.17284844029256]	[1.5707963267948966, 0.0, -3.0872974647736178]	255	255	255
670	62.93749219864958	-2942.2050159557944	-49.145653756389635	[17, 17, 17, 17, 17, 17, 17, 26]	[0.8697847187181246, 0.0010729983035743943, 0.0620849351517309, 0.015529169995980523, 0.005535053282517894, 0.004555763484749768, 0.00822522715876998, 0.033128079346744506]	[28.08245452457042, 26.46719083536137, 26.042887017331065]	[0.015939342396682172, -0.021510606085219514, 0.6962433430211098]	255	255	255
676	-21.67726732170877	-2909.7930570047165	-55.041253853752835	[17, 17, 17, 17, 20, 26]	[0.6601908841536341, 0.0010612564703177199, 0.035041416511108044, 0.3000995760195001, 0.0015321475692358971, 0.001096931557682557]	[26.20223959710665, 28.48766714143586, 26.416964932867927]	[0.0, 1.5707963267948966, 0.0]	255	255	255
685	146.644146650558	-2877.8779008194624	-60.955955713054905	[17, 17, 17, 11, 11]	[0.771934644504138, 0.18663142660889073, 0.03665440200687434, 0.0018466851010845737, 0.0016650757908903563]	[28.965362546230658, 27.29927342074366, 25.5417227516838]	[-0.33987803205292033, 0.0045876467306131714, -0.025830424170290002]	255	255	255
686	-1555.5372083422885	-2872.5819196208695	-55.01309403625233	[17, 17, 17, 17]	[0.6625865240363784, 0.002117816624740321, 0.0343834921437826, 0.30089277068310727]	[28.860588103272235, 26.014019468322985, 26.742405519393614]	[-1.5119137916124818, -0.07335752968738472, 1.0688404782285186]	255	255	255
687	-376.9453646492334	-2851.4906825906023	-45.920530400527575	[17, 17, 17, 17, 26]	[0.9408929677430793, 0.026859896570911496, 0.012547989390930514, 0.0025200550795157536, 0.01620463268207461]	[26.61442259074505, 27.014638836080234, 27.680945131063513]	[0.04750146910900192, 0.1986619925270269, 2.552397036637697]	255	255	255
688	-1154.0351516021733	-2866.2540598267415	-57.99235524761979	[17, 17, 17, 20]	[0.8755377129575362, 0.1090196319957931, 0.003656634740222255, 0.010751452490316442]	[29.090684772145927, 26.440600093466948, 25.991201067821468]	[0.0, 0.0, -0.7677350569663363]	255	255	255
700	-1453.5366896193013	-2797.096320293592	-59.0813034917611	[17, 17, 17, 20]	[0.9630442938541343, 0.028689682733241597, 0.001965954756849348, 0.005691697230602552]	[28.753616390310505, 25.606764583675066, 27.08296241834871]	[-0.6862126404984377, -0.10789880163314793, 0.8181112037736158]	255	255	255
709	-1233.7590564973475	-2764.9222468126327	-53.1991740060394	[17, 17, 17, 11, 17, 17, 17]	[0.6674791817225773, 0.27131385465641233, 0.02366625572498638, 0.002192959460474436, 0.009917009970043286, 0.0016426843846645979, 0.022678325761213872]	[28.967435915073686, 26.860030757704102, 25.724969213070224]	[0.0, 0.0, -0.42282217260200894]	255	255	255
716	2282.3608972632705	-2758.23217276561	-62.58669166656944	[17, 17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.8293949416337878, 0.02724564988257529, 0.006037334799032965, 0.01133197656754398, 0.011222117278700932, 0.010678864626997837, 0.006541817296362929, 0.017633878068425826, 0.06514846776018561, 0.01445375630670067]	[27.60783262444484, 26.824918336254733, 25.665714599162385]	[-0.29000358892989997, -0.02470132667805534, 0.6296438683296537]	255	255	255
721	-339.2071986389569	-2749.733040818906	-48.37349542376089	[17, 17, 17]	[0.7930914021609117, 0.19383091162658275, 0.01151998281777145]	[27.81179330699473, 26.559186589408093, 26.962710387318985]	[0.0, 1.5707963267948966, 0.0]	255	255	255
736	-1184.9617532893822	-2690.4257548618516	-52.80720383311096	[17, 17, 17, 17]	[0.5743518122923791, 0.3781426587167612, 0.045328147941018075, 0.0010736873250454671]	[29.03408491756774, 25.830131771423112, 26.5735120930227]	[-1.574085390576798, 0.007514409043805599, 0.8467288755293981]	255	255	255
738	2211.3045103472255	-2686.2932983731002	-52.71277178722735	[17, 17, 17, 17]	[0.8571067845842395, 0.0366944739709424, 0.10293133445457925, 0.0012612687321785577]	[25.428547515491054, 26.07744728815816, 26.494123859279707]	[-1.5789064476342793, -0.054593018364471654, 1.8175727793434697]	255	255	255
743	-852.6453615286437	-2668.299530567477	-37.22324760677369	[17, 17, 17]	[0.7299567661674633, 0.24745530063404295, 0.022090720366632594]	[25.818775866521086, 26.933737934009496, 27.8545417480067]	[-1.8145172403150187, -0.5590675074361108, -0.8041837172903271]	255	255	255
745	-684.9779718765944	-2661.4512954046563	-50.493374456321746	[17, 17, 17, 20]	[0.4664622628686743, 0.08622381127542159, 0.436252584064993, 0.00961956768277054]	[29.380200781096136, 26.1795265635285, 25.42133066458225]	[0.1383120878701858, -0.17723249120344903, 0.17548998885390285]	255	255	255
756	3687.2456250295086	-2629.930526018473	-58.708623496383375	[17, 17, 17]	[0.774941431616662, 0.08667032273510197, 0.13776518487489683]	[30.02876196347769, 28.438765149336334, 24.850896097946084]	[0.019560145999641617, -0.10287512106661412, 0.5264045236023883]	255	255	255
757	3536.112137348225	-2611.28004562531	-56.81028416810947	[17, 17, 17, 17]	[0.6069212080705717, 0.0012803600992908966, 0.2118152631263221, 0.17998225374491517]	[25.607540896593186, 28.040629589806144, 27.562923110322295]	[-1.4541013071051312, 0.6528459256234036, -1.0008368652055468]	255	255	255
763	3138.858445374183	-2583.329106459806	-58.51985742976526	[17, 17, 17, 18]	[0.7242279771863728, 0.16734556986288585, 0.10575727615287202, 0.0013668441405680911]	[25.763036174123606, 26.337764754003047, 27.318460643240996]	[0.7474701636044824, 0.15194907837008487, -1.8972829834886493]	255	255	255
767	-1430.2767347638928	-2571.1010898043655	-59.278168763484636	[17, 17, 17, 26]	[0.9588124058589443, 0.03050437362005142, 0.00737479139301712, 0.00244903099309015]	[30.11147765474132, 25.910072226641596, 26.239772754044207]	[1.5707963267948966, 0.0, -0.08580463801479069]	255	255	255
769	-1523.5462502307141	-2550.4948899252704	-56.757127997168695	[17, 17, 17, 17, 17, 17, 26]	[0.7826340052045111, 0.12957345968878028, 0.018606056767621497, 0.04181856126896489, 0.011505347110609953, 0.011841701985302756, 0.003170765089473936]	[27.38582023772881, 25.883428153382745, 26.773705392054794]	[1.5707963267948966, 0.0, -0.34514461538924174]	255	255	255
770	-973.0823461971954	-2546.412091271335	-52.194794908450795	[17, 17, 17]	[0.8395627357674136, 0.15602421013397352, 0.004386894914408022]	[26.18298100704841, 26.586113572042294, 27.0760419064737]	[1.5707963267948966, 0.0, -3.134836200933897]	255	255	255
771	-161.93213721857683	-2548.234980648464	5.2860810602856105	[17, 17, 17, 17, 26]	[0.8799764224990879, 0.0017980818721948142, 0.06623307328171027, 0.04955465785007692, 0.0016111725612322474]	[27.49632416828608, 25.559785084615882, 26.32010055989823]	[-1.2830765262800456, 0.20610877609950243, -2.7202973201881986]	255	255	255
773	-1397.4099355494186	-2529.995203916813	-59.84690734133613	[17, 17, 17, 17, 17, 26]	[0.9208226505501795, 0.0011442087246801653, 0.03696302121720012, 0.02149684452086065, 0.007762379789215146, 0.011077829740057788]	[27.451693742254896, 27.16290549543718, 26.347311756315847]	[0.01636158068991874, -0.10581805654403045, 0.6341191866388616]	255	255	255
